time,face_id,emotion
5066.666666666667,0,Sad
5133.333333333333,0,Sad
5266.666666666667,0,Neutral
5400.0,0,Neutral
5466.666666666667,0,Neutral
5533.333333333333,0,Sad
5800.0,0,Neutral
5866.666666666667,0,Neutral
6000.0,0,Neutral
6066.666666666667,0,Neutral
6200.0,0,Neutral
6266.666666666667,0,Neutral
6333.333333333333,0,Happy
7866.666666666667,0,Happy
8000.0,0,Neutral
8133.333333333333,0,Neutral
8200.0,0,Happy
8266.666666666666,0,Happy
8333.333333333334,0,Neutral
8466.666666666666,0,Neutral
8533.333333333334,0,Neutral
8600.0,0,Neutral
8666.666666666666,0,Happy
8733.333333333334,0,Happy
8866.666666666666,0,Happy
8933.333333333334,0,Happy
9000.0,0,Sad
9066.666666666666,0,Happy
9200.0,0,Happy
9266.666666666666,0,Happy
9333.333333333334,0,Happy
9400.0,0,Happy
9466.666666666666,0,Happy
9600.0,0,Happy
9666.666666666666,0,Happy
9733.333333333334,0,Sad
9733.333333333334,1,Happy
9800.0,0,Neutral
9800.0,1,Happy
9933.333333333334,0,Neutral
9933.333333333334,1,Happy
10000.0,0,Neutral
10000.0,1,Happy
10066.666666666666,0,Happy
10066.666666666666,1,Happy
10133.333333333334,0,Happy
10133.333333333334,1,Happy
10200.0,0,Happy
10200.0,1,Happy
10333.333333333334,0,Happy
10333.333333333334,1,Neutral
10400.0,0,Happy
10400.0,1,Neutral
10466.666666666666,0,Happy
10466.666666666666,1,Neutral
10533.333333333334,0,Happy
10533.333333333334,1,Neutral
10600.0,0,Happy
10600.0,1,Neutral
10666.666666666666,0,Neutral
10666.666666666666,1,Neutral
10800.0,0,Neutral
10800.0,1,Neutral
10866.666666666666,0,Neutral
10866.666666666666,1,Neutral
10933.333333333334,0,Neutral
10933.333333333334,1,Neutral
11000.0,0,Neutral
11000.0,1,Sad
11066.666666666666,0,Happy
11066.666666666666,1,Sad
11200.0,0,Sad
11200.0,1,Neutral
11266.666666666666,0,Neutral
11266.666666666666,1,Neutral
11333.333333333334,0,Happy
11333.333333333334,1,Neutral
11400.0,0,Neutral
11400.0,1,Neutral
11533.333333333334,0,Neutral
11533.333333333334,1,Neutral
11600.0,0,Sad
11600.0,1,Neutral
11666.666666666666,0,Sad
11666.666666666666,1,Neutral
11733.333333333334,0,Sad
11733.333333333334,1,Neutral
11866.666666666666,0,Neutral
11866.666666666666,1,Sad
11933.333333333334,0,Neutral
11933.333333333334,1,Sad
12000.0,0,Neutral
12000.0,1,Neutral
12133.333333333334,0,Neutral
12133.333333333334,1,Sad
12200.0,0,Neutral
12200.0,1,Sad
12266.666666666666,0,Neutral
12266.666666666666,1,Neutral
12333.333333333334,0,Happy
12333.333333333334,1,Neutral
12400.0,0,Sad
12400.0,1,Neutral
12533.333333333334,0,Neutral
12533.333333333334,1,Sad
12600.0,0,Sad
12600.0,1,Neutral
12666.666666666666,0,Neutral
12666.666666666666,1,Sad
12733.333333333334,0,Neutral
12733.333333333334,1,Sad
12800.0,0,Neutral
12800.0,1,Sad
12933.333333333334,0,Sad
12933.333333333334,1,Neutral
13000.0,0,Sad
13000.0,1,Neutral
13066.666666666666,0,Neutral
13066.666666666666,1,Sad
13133.333333333334,0,Happy
13133.333333333334,1,Sad
13266.666666666666,0,Neutral
13266.666666666666,1,Happy
13333.333333333334,0,Happy
13333.333333333334,1,Neutral
13400.0,0,Happy
13400.0,1,Neutral
13466.666666666666,0,Neutral
13466.666666666666,1,Happy
13533.333333333334,0,Sad
13533.333333333334,1,Happy
13666.666666666666,0,Happy
13666.666666666666,1,Sad
13733.333333333334,0,Neutral
13733.333333333334,1,Neutral
13800.0,0,Neutral
13800.0,1,Sad
13866.666666666666,0,Neutral
13866.666666666666,1,Sad
14000.0,0,Neutral
14000.0,1,Sad
14066.666666666666,0,Neutral
14066.666666666666,1,Sad
14133.333333333334,0,Neutral
14133.333333333334,1,Sad
14200.0,0,Neutral
14200.0,1,Sad
14333.333333333334,0,Neutral
14333.333333333334,1,Sad
14400.0,0,Neutral
14400.0,1,Sad
14466.666666666666,0,Neutral
14466.666666666666,1,Sad
14533.333333333334,0,Neutral
14533.333333333334,1,Sad
14600.0,0,Neutral
14600.0,1,Sad
14733.333333333334,0,Neutral
14733.333333333334,1,Sad
14800.0,0,Neutral
14866.666666666666,0,Neutral
14866.666666666666,1,Happy
14933.333333333334,0,Neutral
15066.666666666666,0,Neutral
15066.666666666666,1,Neutral
15133.333333333334,0,Neutral
15133.333333333334,1,Sad
15200.0,0,Neutral
15200.0,1,Sad
15266.666666666666,0,Neutral
15266.666666666666,1,Sad
15400.0,0,Neutral
15400.0,1,Sad
15466.666666666666,0,Neutral
15466.666666666666,1,Neutral
15533.333333333334,0,Neutral
15533.333333333334,1,Neutral
15600.0,0,Neutral
15600.0,1,Neutral
15733.333333333334,0,Neutral
15733.333333333334,1,Neutral
15800.0,0,Neutral
15800.0,1,Neutral
15866.666666666666,0,Sad
15866.666666666666,1,Neutral
15933.333333333334,0,Neutral
15933.333333333334,1,Neutral
16066.666666666666,0,Neutral
16066.666666666666,1,Neutral
16133.333333333334,0,Neutral
16133.333333333334,1,Neutral
16200.0,0,Neutral
16200.0,1,Neutral
16266.666666666666,0,Neutral
16266.666666666666,1,Neutral
16400.0,0,Neutral
16400.0,1,Neutral
16466.666666666668,0,Neutral
16466.666666666668,1,Neutral
16533.333333333332,0,Neutral
16600.0,0,Neutral
16600.0,1,Neutral
16866.666666666668,0,Neutral
16933.333333333332,0,Neutral
16933.333333333332,1,Neutral
17000.0,0,Neutral
17000.0,1,Neutral
17066.666666666668,0,Neutral
17066.666666666668,1,Happy
17200.0,0,Neutral
17200.0,1,Neutral
17266.666666666668,0,Neutral
17266.666666666668,1,Neutral
17333.333333333332,0,Neutral
17400.0,0,Neutral
17533.333333333332,0,Neutral
17600.0,0,Neutral
17600.0,1,Neutral
17666.666666666668,0,Neutral
17666.666666666668,1,Sad
17733.333333333332,0,Neutral
17800.0,0,Neutral
17933.333333333332,0,Sad
17933.333333333332,1,Neutral
18000.0,0,Neutral
18066.666666666668,0,Happy
18066.666666666668,1,Sad
18133.333333333332,0,Neutral
18133.333333333332,1,Angry
18200.0,0,Neutral
18200.0,1,Happy
18333.333333333332,0,Sad
18333.333333333332,1,Neutral
18400.0,0,Neutral
18400.0,1,Neutral
18466.666666666668,0,Neutral
18466.666666666668,1,Sad
18533.333333333332,0,Neutral
18533.333333333332,1,Sad
18666.666666666668,0,Neutral
18666.666666666668,1,Neutral
18733.333333333332,0,Happy
18733.333333333332,1,Neutral
18800.0,0,Neutral
18800.0,1,Neutral
18866.666666666668,0,Neutral
18866.666666666668,1,Neutral
19000.0,0,Happy
19066.666666666668,0,Neutral
19133.333333333332,0,Happy
19133.333333333332,1,Neutral
19200.0,0,Neutral
19200.0,1,Sad
19333.333333333332,0,Neutral
19333.333333333332,1,Neutral
19400.0,0,Happy
19466.666666666668,0,Neutral
19533.333333333332,0,Neutral
19600.0,0,Neutral
19733.333333333332,0,Sad
19800.0,0,Sad
19866.666666666668,0,Neutral
20000.0,0,Neutral
20066.666666666668,0,Sad
20133.333333333332,0,Neutral
20200.0,0,Neutral
20333.333333333332,0,Neutral
20400.0,0,Neutral
20466.666666666668,0,Neutral
20600.0,0,Happy
20666.666666666668,0,Happy
20733.333333333332,0,Happy
21066.666666666668,0,Happy
21333.333333333332,0,Neutral
21400.0,0,Neutral
21466.666666666668,0,Neutral
21600.0,0,Neutral
21666.666666666668,0,Neutral
21733.333333333332,0,Neutral
21800.0,0,Neutral
21933.333333333332,0,Neutral
21933.333333333332,1,Neutral
22000.0,0,Sad
22066.666666666668,0,Neutral
22066.666666666668,1,Sad
22200.0,0,Neutral
22200.0,1,Happy
22266.666666666668,0,Sad
22266.666666666668,1,Neutral
22400.0,0,Neutral
22400.0,1,Happy
22466.666666666668,0,Neutral
22466.666666666668,1,Happy
22533.333333333332,0,Neutral
22533.333333333332,1,Happy
22600.0,0,Neutral
22733.333333333332,0,Neutral
22800.0,0,Neutral
22866.666666666668,0,Neutral
22933.333333333332,0,Neutral
23000.0,0,Sad
23000.0,1,Happy
23133.333333333332,0,Sad
23133.333333333332,1,Neutral
23200.0,0,Neutral
23200.0,1,Neutral
23333.333333333332,0,Neutral
23333.333333333332,1,Happy
23400.0,0,Neutral
23400.0,1,Neutral
23466.666666666668,0,Sad
23466.666666666668,1,Neutral
23600.0,0,Neutral
23600.0,1,Sad
23666.666666666668,0,Neutral
23666.666666666668,1,Neutral
23733.333333333332,0,Neutral
23733.333333333332,1,Neutral
23800.0,0,Happy
23800.0,1,Sad
23933.333333333332,0,Neutral
23933.333333333332,1,Neutral
24000.0,0,Neutral
24000.0,1,Sad
24066.666666666668,0,Sad
24066.666666666668,1,Neutral
24133.333333333332,0,Sad
24133.333333333332,1,Neutral
24266.666666666668,0,Sad
24266.666666666668,1,Neutral
24333.333333333332,0,Neutral
24466.666666666668,0,Neutral
24533.333333333332,0,Neutral
24600.0,0,Happy
24733.333333333332,0,Neutral
24800.0,0,Neutral
25400.0,0,Happy
25533.333333333332,0,Neutral
25600.0,0,Neutral
25733.333333333332,0,Neutral
25866.666666666668,0,Neutral
25933.333333333332,0,Neutral
26066.666666666668,0,Neutral
26133.333333333332,0,Neutral
26200.0,0,Neutral
26266.666666666668,0,Neutral
26333.333333333332,0,Neutral
26466.666666666668,0,Neutral
26533.333333333332,0,Sad
26600.0,0,Happy
26733.333333333332,0,Sad
26800.0,0,Sad
26866.666666666668,0,Happy
27400.0,0,Neutral
27466.666666666668,0,Neutral
27666.666666666668,0,Neutral
29066.666666666668,0,Neutral
29600.0,0,Neutral
29733.333333333332,0,Neutral
29866.666666666668,0,Neutral
29933.333333333332,0,Happy
30066.666666666668,0,Happy
30133.333333333332,0,Neutral
30200.0,0,Neutral
30333.333333333332,0,Neutral
30400.0,0,Neutral
30466.666666666668,0,Happy
30533.333333333332,0,Happy
30600.0,0,Happy
30733.333333333332,0,Happy
30800.0,0,Happy
30866.666666666668,0,Happy
31000.0,0,Happy
31066.666666666668,0,Happy
31133.333333333332,0,Happy
31266.666666666668,0,Sad
31333.333333333332,0,Neutral
31400.0,0,Sad
31466.666666666668,0,Sad
31600.0,0,Sad
31733.333333333332,0,Happy
31800.0,0,Sad
31933.333333333332,0,Sad
32000.0,0,Neutral
32066.666666666668,0,Neutral
32133.333333333332,0,Sad
32200.0,0,Neutral
32333.333333333332,0,Neutral
32400.0,0,Happy
32466.666666666668,0,Happy
32600.0,0,Sad
32866.666666666664,0,Sad
32933.333333333336,0,Sad
33000.0,0,Sad
33200.0,0,Sad
33266.666666666664,0,Neutral
33400.0,0,Neutral
33466.666666666664,0,Neutral
33533.333333333336,0,Neutral
33666.666666666664,0,Neutral
37200.0,0,Happy
37333.333333333336,0,Neutral
37400.0,0,Happy
37666.666666666664,0,Happy
37800.0,0,Happy
37866.666666666664,0,Sad
37933.333333333336,0,Sad
38000.0,0,Sad
43066.666666666664,0,Sad
43333.333333333336,0,Sad
43400.0,0,Sad
43400.0,1,Sad
43533.333333333336,0,Neutral
43533.333333333336,1,Neutral
43600.0,0,Sad
43600.0,1,Neutral
43666.666666666664,0,Neutral
43666.666666666664,1,Neutral
43800.0,0,Neutral
43800.0,1,Sad
43866.666666666664,0,Happy
43866.666666666664,1,Neutral
43933.333333333336,0,Sad
43933.333333333336,1,Sad
44000.0,0,Neutral
44000.0,1,Sad
44133.333333333336,0,Sad
44200.0,0,Neutral
44200.0,1,Sad
44266.666666666664,0,Sad
44333.333333333336,0,Neutral
44333.333333333336,1,Neutral
44466.666666666664,0,Neutral
44466.666666666664,1,Neutral
44533.333333333336,0,Sad
44533.333333333336,1,Happy
44600.0,0,Neutral
44600.0,1,Neutral
44733.333333333336,0,Happy
44733.333333333336,1,Sad
44800.0,0,Sad
44800.0,1,Sad
44866.666666666664,0,Sad
44866.666666666664,1,Sad
44933.333333333336,0,Neutral
44933.333333333336,1,Sad
45066.666666666664,0,Sad
45066.666666666664,1,Sad
45133.333333333336,0,Sad
45133.333333333336,1,Neutral
45200.0,0,Neutral
45200.0,1,Neutral
45333.333333333336,0,Sad
45333.333333333336,1,Sad
45400.0,0,Sad
45466.666666666664,0,Sad
45600.0,0,Sad
45733.333333333336,0,Happy
46000.0,0,Sad
46066.666666666664,0,Sad
46133.333333333336,0,Happy
46266.666666666664,0,Neutral
46333.333333333336,0,Neutral
46400.0,0,Neutral
46533.333333333336,0,Neutral
46600.0,0,Sad
46666.666666666664,0,Happy
46800.0,0,Happy
46866.666666666664,0,Neutral
46933.333333333336,0,Neutral
47066.666666666664,0,Neutral
47133.333333333336,0,Happy
47200.0,0,Sad
47333.333333333336,0,Sad
47333.333333333336,1,Sad
47400.0,0,Sad
47400.0,1,Sad
47466.666666666664,0,Sad
47466.666666666664,1,Sad
47533.333333333336,0,Sad
47533.333333333336,1,Sad
47666.666666666664,0,Sad
47733.333333333336,0,Sad
47800.0,0,Sad
47933.333333333336,0,Neutral
47933.333333333336,1,Neutral
48000.0,0,Sad
48066.666666666664,0,Neutral
48066.666666666664,1,Happy
48200.0,0,Sad
48200.0,1,Happy
48266.666666666664,0,Sad
48266.666666666664,1,Sad
48333.333333333336,0,Sad
48333.333333333336,1,Happy
48466.666666666664,0,Happy
48533.333333333336,0,Sad
48533.333333333336,1,Neutral
48600.0,0,Neutral
48600.0,1,Sad
48733.333333333336,0,Neutral
48733.333333333336,1,Happy
48800.0,0,Neutral
48866.666666666664,0,Neutral
48866.666666666664,1,Neutral
49000.0,0,Neutral
49000.0,1,Neutral
49066.666666666664,0,Neutral
49066.666666666664,1,Neutral
49133.333333333336,0,Happy
49266.666666666664,0,Happy
49400.0,0,Neutral
49400.0,1,Sad
49533.333333333336,0,Neutral
49600.0,0,Happy
49666.666666666664,0,Sad
49733.333333333336,0,Neutral
49733.333333333336,1,Sad
49866.666666666664,0,Neutral
50000.0,0,Neutral
50133.333333333336,0,Neutral
50200.0,0,Sad
50333.333333333336,0,Sad
50400.0,0,Sad
50466.666666666664,0,Sad
50800.0,0,Sad
50933.333333333336,0,Sad
51000.0,0,Sad
51066.666666666664,0,Sad
51200.0,0,Sad
51266.666666666664,0,Sad
51333.333333333336,0,Happy
51466.666666666664,0,Neutral
51533.333333333336,0,Happy
51533.333333333336,1,Sad
51600.0,0,Sad
51733.333333333336,0,Sad
51800.0,0,Sad
51866.666666666664,0,Sad
52000.0,0,Sad
52066.666666666664,0,Sad
52200.0,0,Sad
52266.666666666664,0,Sad
52333.333333333336,0,Happy
52333.333333333336,1,Happy
52400.0,0,Sad
52400.0,1,Neutral
52533.333333333336,0,Sad
52600.0,0,Sad
52600.0,1,Happy
52666.666666666664,0,Neutral
52666.666666666664,1,Sad
52800.0,0,Sad
52800.0,1,Sad
52866.666666666664,0,Sad
52866.666666666664,1,Happy
52933.333333333336,0,Sad
52933.333333333336,1,Sad
53066.666666666664,0,Sad
53066.666666666664,1,Sad
53133.333333333336,0,Neutral
53133.333333333336,1,Happy
53200.0,0,Sad
53200.0,1,Sad
53266.666666666664,0,Sad
53266.666666666664,1,Sad
53400.0,0,Sad
53400.0,1,Sad
53466.666666666664,0,Sad
53466.666666666664,1,Happy
53533.333333333336,0,Neutral
53533.333333333336,1,Happy
53666.666666666664,0,Happy
53666.666666666664,1,Happy
53733.333333333336,0,Neutral
53733.333333333336,1,Sad
53800.0,0,Neutral
53800.0,1,Sad
53866.666666666664,0,Neutral
53866.666666666664,1,Sad
54000.0,0,Neutral
54000.0,1,Sad
54066.666666666664,0,Neutral
54066.666666666664,1,Sad
54133.333333333336,0,Neutral
54133.333333333336,1,Happy
54266.666666666664,0,Sad
54266.666666666664,1,Neutral
54333.333333333336,0,Happy
54400.0,0,Happy
54466.666666666664,0,Neutral
54600.0,0,Happy
54666.666666666664,0,Happy
54733.333333333336,0,Happy
54866.666666666664,0,Happy
54933.333333333336,0,Neutral
55000.0,0,Happy
55066.666666666664,0,Neutral
55266.666666666664,0,Neutral
55400.0,0,Neutral
55400.0,1,Sad
55466.666666666664,0,Sad
55666.666666666664,0,Sad
55666.666666666664,1,Sad
55733.333333333336,0,Sad
55733.333333333336,1,Sad
55866.666666666664,0,Sad
55933.333333333336,0,Sad
56533.333333333336,0,Neutral
56666.666666666664,0,Neutral
56733.333333333336,0,Neutral
56933.333333333336,0,Neutral
57000.0,0,Neutral
57133.333333333336,0,Neutral
57200.0,0,Neutral
57266.666666666664,0,Sad
57400.0,0,Neutral
57466.666666666664,0,Neutral
57533.333333333336,0,Neutral
57600.0,0,Sad
57733.333333333336,0,Sad
57800.0,0,Neutral
57800.0,1,Neutral
57866.666666666664,0,Sad
58000.0,0,Neutral
58000.0,1,Happy
58066.666666666664,0,Sad
58066.666666666664,1,Happy
58133.333333333336,0,Neutral
58266.666666666664,0,Sad
58333.333333333336,0,Neutral
58400.0,0,Neutral
58533.333333333336,0,Happy
58600.0,0,Sad
58666.666666666664,0,Sad
58733.333333333336,0,Sad
58866.666666666664,0,Sad
58933.333333333336,0,Neutral
59000.0,0,Neutral
59133.333333333336,0,Neutral
59533.333333333336,0,Happy
59666.666666666664,0,Neutral
59733.333333333336,0,Sad
59800.0,0,Sad
61133.333333333336,0,Neutral
61200.0,0,Neutral
61333.333333333336,0,Neutral
61400.0,0,Sad
61466.666666666664,0,Neutral
61600.0,0,Neutral
61666.666666666664,0,Neutral
61733.333333333336,0,Sad
61866.666666666664,0,Neutral
61933.333333333336,0,Sad
62000.0,0,Sad
62066.666666666664,0,Sad
62200.0,0,Sad
62266.666666666664,0,Neutral
62333.333333333336,0,Neutral
62466.666666666664,0,Neutral
62533.333333333336,0,Neutral
62600.0,0,Neutral
62666.666666666664,0,Neutral
62800.0,0,Neutral
62866.666666666664,0,Neutral
62933.333333333336,0,Neutral
63000.0,0,Neutral
63133.333333333336,0,Neutral
63200.0,0,Neutral
63266.666666666664,0,Neutral
63333.333333333336,0,Neutral
63466.666666666664,0,Neutral
63533.333333333336,0,Neutral
63600.0,0,Happy
63666.666666666664,0,Neutral
63800.0,0,Neutral
63866.666666666664,0,Neutral
64133.333333333336,0,Sad
64200.0,0,Neutral
64266.666666666664,0,Sad
64400.0,0,Sad
64466.666666666664,0,Sad
64533.333333333336,0,Neutral
64600.0,0,Neutral
64666.666666666664,0,Neutral
64800.0,0,Sad
64866.666666666664,0,Neutral
64933.333333333336,0,Neutral
65000.0,0,Neutral
65133.333333333336,0,Neutral
65200.0,0,Neutral
65266.666666666664,0,Happy
65333.333333333336,0,Happy
65400.0,0,Sad
65533.333333333336,0,Happy
65600.0,0,Happy
65666.66666666667,0,Happy
65800.0,0,Happy
65866.66666666667,0,Happy
65933.33333333333,0,Happy
0.0,0,Sad
66133.33333333333,0,Happy
66200.0,0,Sad
66266.66666666667,0,Happy
66400.0,0,Happy
66466.66666666667,0,Sad
66533.33333333333,0,Sad
66600.0,0,Sad
66733.33333333333,0,Neutral
66800.0,0,Sad
66866.66666666667,0,Sad
67000.0,0,Sad
67066.66666666667,0,Neutral
67133.33333333333,0,Sad
67266.66666666667,0,Sad
67333.33333333333,0,Sad
67466.66666666667,0,Sad
67533.33333333333,0,Sad
67600.0,0,Sad
67733.33333333333,0,Sad
67800.0,0,Sad
67866.66666666667,0,Sad
68000.0,0,Sad
68133.33333333333,0,Sad
68266.66666666667,0,Sad
68333.33333333333,0,Neutral
68400.0,0,Sad
68533.33333333333,0,Neutral
68600.0,0,Neutral
68666.66666666667,0,Happy
68733.33333333333,0,Neutral
68866.66666666667,0,Neutral
68933.33333333333,0,Neutral
0.0,0,Sad
69133.33333333333,0,Neutral
69200.0,0,Sad
69333.33333333333,0,Sad
69400.0,0,Sad
69466.66666666667,0,Neutral
69600.0,0,Neutral
69666.66666666667,0,Neutral
69733.33333333333,0,Happy
69866.66666666667,0,Neutral
69933.33333333333,0,Happy
70000.0,0,Happy
70133.33333333333,0,Happy
70200.0,0,Happy
70266.66666666667,0,Happy
70400.0,0,Happy
70466.66666666667,0,Happy
70600.0,0,Sad
70666.66666666667,0,Sad
70733.33333333333,0,Sad
70800.0,0,Sad
70933.33333333333,0,Sad
0.0,0,Sad
71200.0,0,Sad
71266.66666666667,0,Sad
71333.33333333333,0,Neutral
71466.66666666667,0,Sad
71533.33333333333,0,Sad
71600.0,0,Sad
71733.33333333333,0,Neutral
71800.0,0,Sad
71866.66666666667,0,Sad
72000.0,0,Sad
72066.66666666667,0,Happy
72133.33333333333,0,Sad
72200.0,0,Sad
72333.33333333333,0,Happy
72400.0,0,Neutral
72466.66666666667,0,Angry
72600.0,0,Happy
72666.66666666667,0,Happy
72733.33333333333,0,Happy
72800.0,0,Happy
72866.66666666667,0,Sad
73000.0,0,Neutral
73066.66666666667,0,Neutral
73133.33333333333,0,Happy
73200.0,0,Happy
73266.66666666667,0,Sad
73333.33333333333,0,Neutral
73466.66666666667,0,Sad
73533.33333333333,0,Sad
73600.0,0,Sad
73666.66666666667,0,Sad
73733.33333333333,0,Neutral
73866.66666666667,0,Happy
73866.66666666667,1,Neutral
73933.33333333333,0,Happy
73933.33333333333,1,Sad
74000.0,0,Neutral
74000.0,1,Happy
74066.66666666667,0,Sad
74200.0,0,Neutral
74266.66666666667,0,Neutral
74333.33333333333,0,Neutral
74400.0,0,Neutral
74533.33333333333,0,Neutral
74600.0,0,Sad
74600.0,1,Neutral
74666.66666666667,0,Neutral
74666.66666666667,1,Happy
74733.33333333333,0,Neutral
74733.33333333333,1,Neutral
74866.66666666667,0,Sad
74866.66666666667,1,Happy
74933.33333333333,0,Happy
74933.33333333333,1,Neutral
75000.0,0,Neutral
75000.0,1,Neutral
75133.33333333333,0,Neutral
75133.33333333333,1,Neutral
75200.0,0,Sad
75200.0,1,Neutral
75266.66666666667,0,Sad
75266.66666666667,1,Neutral
75400.0,0,Sad
75400.0,1,Neutral
75466.66666666667,0,Sad
75466.66666666667,1,Neutral
75533.33333333333,0,Sad
75533.33333333333,1,Happy
75600.0,0,Sad
75600.0,1,Neutral
75733.33333333333,0,Sad
75733.33333333333,1,Neutral
75800.0,0,Sad
75866.66666666667,0,Sad
75933.33333333333,0,Sad
75933.33333333333,1,Happy
76066.66666666667,0,Sad
76133.33333333333,0,Sad
76200.0,0,Sad
76266.66666666667,0,Sad
76266.66666666667,1,Neutral
76333.33333333333,0,Sad
76333.33333333333,1,Neutral
76466.66666666667,0,Sad
76466.66666666667,1,Neutral
76533.33333333333,0,Happy
76533.33333333333,1,Happy
76600.0,0,Sad
76600.0,1,Neutral
76733.33333333333,0,Neutral
76733.33333333333,1,Sad
76800.0,0,Sad
76800.0,1,Neutral
76866.66666666667,0,Sad
76866.66666666667,1,Happy
76933.33333333333,0,Sad
77066.66666666667,0,Sad
77066.66666666667,1,Happy
77133.33333333333,0,Sad
77133.33333333333,1,Happy
77200.0,0,Sad
77200.0,1,Happy
77266.66666666667,0,Sad
77266.66666666667,1,Happy
77333.33333333333,0,Sad
77466.66666666667,0,Sad
77466.66666666667,1,Neutral
77533.33333333333,0,Sad
77533.33333333333,1,Happy
77600.0,0,Sad
77733.33333333333,0,Sad
77800.0,0,Sad
77866.66666666667,0,Sad
77933.33333333333,0,Sad
78066.66666666667,0,Sad
78066.66666666667,1,Neutral
78133.33333333333,0,Sad
78200.0,0,Sad
78200.0,1,Neutral
78333.33333333333,0,Sad
78400.0,0,Sad
78466.66666666667,0,Sad
78533.33333333333,0,Sad
78666.66666666667,0,Sad
78666.66666666667,1,Neutral
78733.33333333333,0,Sad
78733.33333333333,1,Happy
78800.0,0,Sad
78800.0,1,Happy
78866.66666666667,0,Sad
78866.66666666667,1,Happy
79000.0,0,Sad
79000.0,1,Happy
79066.66666666667,0,Sad
79066.66666666667,1,Neutral
79133.33333333333,0,Sad
79200.0,0,Sad
79200.0,1,Neutral
79333.33333333333,0,Neutral
79333.33333333333,1,Sad
79400.0,0,Neutral
79400.0,1,Sad
79466.66666666667,0,Neutral
79466.66666666667,1,Sad
79600.0,0,Sad
79600.0,1,Neutral
79666.66666666667,0,Neutral
79666.66666666667,1,Sad
79733.33333333333,0,Sad
79733.33333333333,1,Sad
79800.0,0,Neutral
79933.33333333333,0,Sad
79933.33333333333,1,Neutral
80000.0,0,Sad
80066.66666666667,0,Sad
80066.66666666667,1,Neutral
0.0,0,Sad
80200.0,1,Neutral
80266.66666666667,0,Sad
80333.33333333333,0,Sad
80466.66666666667,0,Sad
80466.66666666667,1,Neutral
80533.33333333333,0,Sad
80533.33333333333,1,Neutral
80600.0,0,Sad
80733.33333333333,0,Sad
80800.0,0,Sad
80866.66666666667,0,Sad
80933.33333333333,0,Sad
80933.33333333333,1,Happy
81066.66666666667,0,Sad
81133.33333333333,0,Sad
81200.0,0,Sad
81266.66666666667,0,Sad
81400.0,0,Sad
81466.66666666667,0,Sad
81533.33333333333,0,Sad
81600.0,0,Sad
81666.66666666667,0,Sad
81666.66666666667,1,Happy
81800.0,0,Sad
81866.66666666667,0,Sad
81933.33333333333,0,Sad
82066.66666666667,0,Sad
82133.33333333333,0,Neutral
82200.0,0,Neutral
82266.66666666667,0,Sad
82400.0,0,Sad
82466.66666666667,0,Neutral
82533.33333333333,0,Neutral
82600.0,0,Neutral
82733.33333333333,0,Happy
82800.0,0,Happy
82866.66666666667,0,Happy
82933.33333333333,0,Happy
83000.0,0,Neutral
83133.33333333333,0,Happy
83200.0,0,Sad
83266.66666666667,0,Happy
83333.33333333333,0,Neutral
83466.66666666667,0,Happy
83533.33333333333,0,Sad
83600.0,0,Sad
83666.66666666667,0,Sad
83800.0,0,Sad
83866.66666666667,0,Sad
84333.33333333333,0,Sad
84400.0,0,Sad
84533.33333333333,0,Sad
84600.0,0,Sad
84666.66666666667,0,Sad
84733.33333333333,0,Sad
84866.66666666667,0,Sad
84933.33333333333,0,Sad
85000.0,0,Sad
85066.66666666667,0,Sad
85200.0,0,Sad
85266.66666666667,0,Sad
85333.33333333333,0,Sad
85400.0,0,Sad
85466.66666666667,0,Neutral
85600.0,0,Neutral
85666.66666666667,0,Neutral
85733.33333333333,0,Neutral
85800.0,0,Neutral
85933.33333333333,0,Neutral
86000.0,0,Happy
86066.66666666667,0,Happy
86200.0,0,Neutral
86266.66666666667,0,Neutral
86333.33333333333,0,Happy
86400.0,0,Happy
86533.33333333333,0,Neutral
86600.0,0,Neutral
86666.66666666667,0,Happy
86800.0,0,Neutral
86866.66666666667,0,Happy
86933.33333333333,0,Sad
87066.66666666667,0,Sad
87133.33333333333,0,Sad
87200.0,0,Sad
87333.33333333333,0,Sad
87400.0,0,Sad
87466.66666666667,0,Sad
87600.0,0,Sad
87666.66666666667,0,Sad
0.0,0,Sad
87866.66666666667,0,Happy
87933.33333333333,0,Happy
88000.0,0,Happy
88133.33333333333,0,Happy
88200.0,0,Sad
88266.66666666667,0,Sad
88400.0,0,Sad
88466.66666666667,0,Sad
88533.33333333333,0,Sad
88666.66666666667,0,Sad
88733.33333333333,0,Sad
88800.0,0,Happy
88933.33333333333,0,Happy
89000.0,0,Happy
89066.66666666667,0,Happy
89200.0,0,Happy
0.0,0,Happy
0.0,0,Happy
0.0,0,Happy
0.0,0,Sad
0.0,0,Happy
0.0,0,Sad
0.0,0,Sad
0.0,0,Sad
0.0,0,Sad
0.0,0,Sad
0.0,0,Sad
